Name,Album,Artist,PreviewURL,Image,Language,SpotifyURL
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez,null,https://i.scdn.co/image/ab67616d0000b27330885dcb2b5f38512fbcbc59,English,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
Starving,Starving,Hailee Steinfeld,null,https://i.scdn.co/image/ab67616d0000b2730506a838892be6229dca857b,English,https://open.spotify.com/track/4Ce37cRWvM1vIGGynKcs22
Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,null,https://i.scdn.co/image/ab67616d0000b273e419ccba0baa8bd3f3d7abf2,English,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,ZAYN,null,https://i.scdn.co/image/ab67616d0000b27363d77f99117b28af9f656918,English,https://open.spotify.com/track/55n9yjI6qqXh5F2mYvUc2y
Story of My Life,Midnight Memories (Deluxe),One Direction,null,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,English,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg
PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,null,https://i.scdn.co/image/ab67616d0000b273a15e26d05b7ce776b566579d,English,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1
Beggin',Chosen,Måneskin,null,https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045,English,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,null,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,English,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
I Feel It Coming,Starboy,The Weeknd,null,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,English,https://open.spotify.com/track/3dhjNA0jGA8vHBQ1VdD6vV
Without Me,Without Me,Halsey,null,https://i.scdn.co/image/ab67616d0000b273c42acc1b86597285c2c79559,English,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,null,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,English,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Starboy,Starboy,The Weeknd,null,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,English,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
Wires,Tourist,Athlete,null,https://i.scdn.co/image/ab67616d0000b27350728dca84e8b0d951990bd8,English,https://open.spotify.com/track/2ZeJRaisaFv5MpXViiQilq
Never Say Never,The Fray,The Fray,null,https://i.scdn.co/image/ab67616d0000b27392b32435efed601fc8f1045d,English,https://open.spotify.com/track/57uX2vR9j9DNiANDYfXw1i
Family Tree,The Story Of Your Life,Matthew West,null,https://i.scdn.co/image/ab67616d0000b2730c255b1049c859f19b55ff66,English,https://open.spotify.com/track/0kzARJc89BZmrweXC9KRYa
Gravity,Little Voice,Sara Bareilles,null,https://i.scdn.co/image/ab67616d0000b2731c3e0a58f3ee28af2922e351,English,https://open.spotify.com/track/4oa14QBfWRDfJy2agySy0L
Astronaut In The Ocean,Astronaut In The Ocean,Arem Ozguc,null,https://i.scdn.co/image/ab67616d0000b273d2c53381d722923dd8afd3fa,English,https://open.spotify.com/track/5QVX2tGOF4w19BHtWPNpFu
All I Need,The Heart of Everything,Within Temptation,null,https://i.scdn.co/image/ab67616d0000b2739da438eca0065b845ff1e5cc,English,https://open.spotify.com/track/4BhqnM5lktowwfHqq2JYhg
Lover,Lover,Taylor Swift,null,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,English,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,Céline Dion,null,https://i.scdn.co/image/ab67616d0000b273def7146ca744f3b1bf838404,English,https://open.spotify.com/track/33LC84JgLvK2KuW43MfaNq
Dinero,Dinero,Trinidad Cardona,null,https://i.scdn.co/image/ab67616d0000b27338c99f64fec0cfebda3bfb6f,English,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""","Beginning Middle End (From The Netflix Film ""To All The Boys: Always and Forever"")",Leah Nobel,null,https://i.scdn.co/image/ab67616d0000b273575984ef8f9a9c3aebb7957a,English,https://open.spotify.com/track/2kFHjWko1il6O9L3eK9IzG
Levitating,Future Nostalgia,Dua Lipa,null,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f,English,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
positions,Positions,Ariana Grande,null,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,English,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
